monitor,native_id,period_start,period_midpoint,period_end,concentration,count
,CE,2010-07-25,2010-08-01,2010-08-08,12.535714285714286,14
,CE,2010-08-08,2010-08-15,2010-08-22,13.67857142857143,14
,CE,2010-08-22,2010-08-29,2010-09-05,9.307142857142859,14
,CE,2010-09-05,2010-09-12,2010-09-19,9.785714285714286,14
,CE,2010-09-19,2010-09-26,2010-10-03,10.828571428571426,14
,CE,2010-10-17,2010-10-24,2010-10-31,13.099999999999998,14
,CE,2010-10-31,2010-11-07,2010-11-14,10.278571428571428,14
,CE,2010-11-14,2010-11-21,2010-11-28,9.342857142857143,14
,CE,2010-11-28,2010-12-05,2010-12-12,11.014285714285714,14
,CE,2010-12-12,2010-12-19,2010-12-26,7.471428571428572,14
,CE,2010-12-26,2011-01-02,2011-01-09,13.14615384615385,13
,CE,2011-01-09,2011-01-16,2011-01-23,7.607142857142856,14
,CE,2011-02-06,2011-02-13,2011-02-20,10.171428571428569,14
,CE,2011-02-20,2011-02-27,2011-03-06,9.071428571428571,14
,CE,2011-03-06,2011-03-13,2011-03-20,8.258333333333335,12
,CE,2011-03-20,2011-03-27,2011-04-03,7.128571428571428,14
,CE,2011-04-03,2011-04-10,2011-04-17,8.042857142857141,14
,CE,2011-05-01,2011-05-08,2011-05-15,8.42142857142857,14
,CE,2011-05-15,2011-05-22,2011-05-29,5.584615384615385,13
,CE,2011-05-29,2011-06-05,2011-06-12,5.428571428571428,14
,CE,2011-06-12,2011-06-19,2011-06-26,3.857142857142857,14
,CE,2011-06-26,2011-07-03,2011-07-10,5.014285714285714,14
,CE,2011-07-10,2011-07-17,2011-07-24,4.464285714285714,14
,CE,2011-07-24,2011-07-31,2011-08-07,5.585714285714286,14
,CE,2011-08-07,2011-08-14,2011-08-21,6.484615384615385,13
,CE,2011-08-21,2011-08-28,2011-09-04,7.578571428571429,14
,CE,2011-09-04,2011-09-11,2011-09-18,9.871428571428572,14
,CE,2011-09-18,2011-09-25,2011-10-02,7.392857142857144,14
,CE,2011-10-02,2011-10-09,2011-10-16,7.492857142857142,14
,CE,2011-10-16,2011-10-23,2011-10-30,10.664285714285715,14
,CE,2011-10-30,2011-11-06,2011-11-13,12.65714285714286,14
,CE,2011-11-13,2011-11-20,2011-11-27,8.207142857142857,14
,CE,2011-11-27,2011-12-04,2011-12-11,16.114285714285714,14
,CE,2011-12-11,2011-12-18,2011-12-25,15.62307692307692,13
,CE,2011-12-25,2012-01-01,2012-01-08,8.242857142857144,14
,CE,2012-01-08,2012-01-15,2012-01-22,10.842857142857142,14
,CE,2012-01-22,2012-01-29,2012-02-05,10.749999999999998,14
,CE,2012-02-05,2012-02-12,2012-02-19,10.264285714285716,14
,CE,2012-02-19,2012-02-26,2012-03-04,5.999999999999999,14
,CE,2012-03-18,2012-03-25,2012-04-01,6.864285714285715,14
,CE,2012-04-01,2012-04-08,2012-04-15,7.578571428571427,14
,CE,2012-04-15,2012-04-22,2012-04-29,8.27142857142857,14
,CE,2012-04-29,2012-05-06,2012-05-13,8.914285714285715,14
,CE,2012-05-13,2012-05-20,2012-05-27,10.385714285714284,14
,CE,2012-05-27,2012-06-03,2012-06-10,7.157142857142858,14
,CE,2012-06-10,2012-06-17,2012-06-24,8.02142857142857,14
,CE,2012-06-24,2012-07-01,2012-07-08,9.471428571428573,14
,CE,2012-07-08,2012-07-15,2012-07-22,11.614285714285714,14
,CE,2012-07-22,2012-07-29,2012-08-05,9.785714285714286,14
,CE,2012-08-05,2012-08-12,2012-08-19,13.007142857142858,14
,CE,2012-08-19,2012-08-26,2012-09-02,8.814285714285715,14
,CE,2012-09-02,2012-09-09,2012-09-16,12,14
,CE,2012-09-16,2012-09-23,2012-09-30,14.907142857142858,14
,CE,2012-09-30,2012-10-07,2012-10-14,13.578571428571427,14
,CE,2012-10-14,2012-10-21,2012-10-28,9.62857142857143,14
,CE,2012-10-28,2012-11-04,2012-11-11,11.016666666666666,12
,CE,2012-11-11,2012-11-18,2012-11-25,10.257142857142856,14
